,name,price,mrp,Rating,product_id
24,Yellow and Red-Handwoven Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/graceful-lilac-handwoven-mangalagiri-silk-cotton-copy-1
25,Graceful Lilac Handwoven Mangalagiri Silk Cotton,"4,500","4,500",Share,https://thenmozhidesigns.com/products/graceful-lilac-handwoven-mangalagiri-silk-cotton-saree
26,Graceful Lilac Handwoven Mangalagiri Silk Cotton,NA,NA,Share,https://thenmozhidesigns.com/products/green-bliss-tissue-cotton-festive-wear-saree
27,Green and Blue Handwoven Mangalagiri Silk Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/green-blue-handwoven-mangalagiri-cotton-saree
28,Bronze Yellow Maheshwari Silk Cotton Handloom Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/green-blue-maheshwari-silk-cotton-handloom-saree
29,Green - Chanderi Silk Cotton Saree,"3,000","3,000",Share,https://thenmozhidesigns.com/products/green-chanderi-cotton-saree
30,Radiant Green Handwoven Mangalagiri Silk Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/green-handwoven-mangalagiri-silk-cotton-saree
31,Olive Green - Green Ethnic Maheshwari Silk Handloom Cotton Saree,"4,000","4,000",Share,https://thenmozhidesigns.com/products/green-maheshwari-silk-handloom-cotton-saree
32,Hridaya Light Green - Green Maheshwari Tissue Silk Handloom Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/green-maheshwari-tissue-silk-cotton-saree
33,Fusion Olive Green Mangalagiri Cotton Saree,"3,250","3,250",Share,https://thenmozhidesigns.com/products/green-mangalagiri-cotton-saree
34,Green Narayanpet Saree,"2,000","2,000",Share,https://thenmozhidesigns.com/products/green-narayanpet-saree
35,Green and Purple (Big Border) Maheshwari Silk Handloom Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/green-purple-maheshwari-handloom-cotton-saree
36,Olive Green and Red (Big Border)- Green Maheshwari Silk Handloom Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/green-red-maheshwari-silk-handloom-cotton-saree
37,Hridaya (Grey)- Grey Maheshwari Silk Handloom Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/grey-maheshwari-silk-handloom-cotton-saree
38,Magenta Narayanpet Big Border Saree,"2,000","2,000",Share,https://thenmozhidesigns.com/products/grey-narayanpet-big-broder-saree-copy
39,Hridaya (Half - White)- White Maheshwari Tissue Silk Handloom Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/half-white-maheshwari-handloom-cotton-saree-1
40,Red Striped Mul Cotton Saree,"3,000","3,000",Share,https://thenmozhidesigns.com/products/handloom-mul-cotton-saree-02
41,Pink Striped Mul Cotton Saree,"3,000","3,000",Share,https://thenmozhidesigns.com/products/handloom-mul-cotton-saree-06
42,Wine Striped Mul Cotton Saree,"2,500","2,500",Share,https://thenmozhidesigns.com/products/handloom-mul-cotton-saree-07
43,Black Handwoven Mangalagiri Silk Cotton,"4,500","4,500",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-01
44,Chocolate Brown Handwoven Mangalagiri Silk Cotton,"5,000","5,000",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-02
45,Maroon and Green-Handwoven Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-saree-02
46,Lilac and Purple-Handwoven Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-saree-04
47,Light Blue and Dark Blue-Handwoven Mangalagiri Semi Silk Cotton saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-saree-06
48,Light Pink and Turquiose-Handwoven Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-saree-08
49,Light Pink and Dark Pink-Handwoven Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/handwoven-mangalagiri-silk-cotton-saree-09
50,Hridaya  (Bright Yellow) - Yellow Maheswari Tissue Silk Cotton Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/hridaya-1
51,Black and Red Charm - Ikkat Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/ikkat-handloom-black-red-saree
52,Kajal - Black Chettinad Cotton Saree,"2,000","2,000",Share,https://thenmozhidesigns.com/products/kajal
53,Hello Summer (Black and Beige),"1,000","1,500",Share,https://thenmozhidesigns.com/products/kalamkari-cotton-black-sarees
54,Kanchi Silk Cotton Half White Saree,"4,000","4,000",Share,https://thenmozhidesigns.com/products/kanchi-silk-cotton-01
55,Kanchi Silk Cotton Mustard Yellow Saree,"4,000","4,000",Share,https://thenmozhidesigns.com/products/kanchi-silk-cotton-orange-saree-copy
56,Kanchi Silk Cotton Violet Saree,"4,000","4,000",Share,https://thenmozhidesigns.com/products/kanchi-silk-cotton-violet-saree-1
57,Jamdani (Beige and Black),"4,500","4,500",Share,https://thenmozhidesigns.com/products/khadi-cotton-jamdani-beige-saree
58,Jamdani (Lilac),"4,500","4,500",Share,https://thenmozhidesigns.com/products/khadi-cotton-jamdani-lilac-saree
59,Jamdani (Red),"4,500","4,500",Share,https://thenmozhidesigns.com/products/khadi-cotton-jamdani-red-saree
60,Jamdani (Light Yellow),"4,500","4,500",Share,https://thenmozhidesigns.com/products/khadi-cotton-jamdani-yellow-saree
61,Diva (Lavendar) Maheshwari Silk Cotton Handloom  Saree,"3,850","3,850",Share,https://thenmozhidesigns.com/products/lavendar-maheshwari-silk-handloom-cotton-saree
62,Light Green and Blue Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/light-green-blue-mangalagiri-semi-silk-cotton-saree
63,Parrot Green Mangalagiri Semi Silk Cotton Saree,"3,500","3,500",Share,https://thenmozhidesigns.com/products/light-green-mangalagiri-semi-silk-cotton-saree
